абажур, абажурчик
строфа, строфический
строчечка, строчка
строчечный, строчка
струбцина, струбцинка
струг, струговой
стружечка, стружка
стружечный, стружка
стружка, стружковый
струна, струнка, струночка
струнобетон, струнобетонный
стряпческий, стряпчий
студент, студенческий
студийный, студия
стяжание, стяжательный
суберин, субериновый
субстантивный, субстанция
субстанциальный, субстанция
субтитр, субтитровый
субтропики, субтропический
субъект, субъективный
суглинистый, суглинок
суд, судейский, судный
судак, судачий, судачок
судно, судёнышко, судовой
судовладелец, судовладельческий
судок, судочек
судоподъём, судоподъёмный
суицид, суицидальный
сукно, суконный
сукровица, сукровичный
сулейка, сулея
сулема, сулемовый
сульфатный, сульфаты
сульфидный, сульфиды
сульфитный, сульфиты
суннизм, суннитский
суперстрат, суперстратный
супесный, супесь
супинатор, супинаторный
супплетив, супплетивный
сургуч, сургучик
сурьма, сурьмяный
сусло, сусляный
сустав, суставчик
сутенёр, сутенёрский
сутяга, сутяжный
суфлёр, суфлёрский
суффикс, суффиксальный
сухарный, сухарь
суходол, суходольный
сухожилие, сухожильный
сухотка, сухотный
сфагновый, сфагнум
сфера, сферический
сфероид, сфероидальный
схема, схематический
схизма, схизматический
схима, схимнический
сцена, сценический
счетовод, счетоводческий
съезд, съездовский
съёмка, съёмочный
сын, сынок
сырковый, сырок
сыромятный, сыромять
сырт, сыртовый
сырьевой, сырьё
сыч, сычиный
сыщик, сыщицкий
сюрреалист, сюрреалистический
сюртук, сюртучок
сёмга, сёмговый, сёмужка
табакерка, табакерочка
табаководство, табаководческий
табасаранский, табасаранцы
таблетка, таблитчатый
таблица, табличка
табун, табунок
табунщик, табунщицкий
табурет, табуреточный
таволга, таволговый
таволжанка, таволжаный
тавро, тавровый
таган, таганок, таганчик
таинственный, таинство, тайна
тайга, таёжный, тайговый
таймер, таймерный
тайна, тайный
тайник, тайничок
таксопарк, таксопарковый
такыр, такырный
талант, талантик
талина, талинка, талиночка
талисман, талисманный
талия, тальица
талмуд, талмудический
тальма, тальмочка
тамарикс, тамариксовый
тамаринд, тамариндовый
тамариск, тамарисковый
танин, танинный
тантал, танталовый
тантьема, тантьемный
тара, тарный
тарантас, тарантасец, тарантасик
таратаечка, таратайка
таратаечный, таратайка
тармалама, тармаламовый
тархун, тархунный
тафта, тафтяной
тачальный, тачание
тачечный, тачка
тваринка, тварь
тварь, тварюшка
твердынный, твердыня
твид, твидовый
твиндек, твиндечный
творец, творческий
театр, театрик
тебенёвка, тебенёвочный
тезисный, тезисы
теизм, теистический
текинец, текинский
текст, текстовой
текстовинит, текстовинитовый
телевидение, телевизионный
телеграмма, телеграммка, телеграммный
тележечка, тележка
телескоп, телескопический
телефонистка, телефонисточка
теллур, теллуровый
тело, тельце
телячий, телёнок
тема, тематический, темка
темница, темничный
температура, температурка, температурный
тенденциозный, тенденция
тендер, тендерный
теневой, тень
теодолит, теодолитный
теоретический, теория
теплина, теплинка
теплица, тепличка, тепличный
тепло, тепловой
теплозащита, теплозащитный
терапевтический, терапия
терем, теремец, теремный
термалама, термаламовый
термальный, термы
термозит, термозитный
терпуг, терпужный, терпужок
террариум, террариумный
терраса, террасный
территориальный, территория
террор, террористический
терциевый, терция
тесак, тесачный
тесина, тесинка
тесситура, тесситурный
тесто, тестяной
тесьма, тесёмочный, тесёмчатый
тесёмка, тесёмочка
тетрадочка, тетрадь
тетрадочный, тетрадь
тетралогический, тетралогия
тетраметр, тетраметрический
тетрил, тетриловый
тефлон, тефлоновый
технократический, технократия
технологический, технология
тигр, тигриный
тик, тикозный
тимофеевка, тимофеечный
тимуровский, тимуровцы
тинейджер, тинейджерский
типаж, типажный
типография, типографский
типометрический, типометрия
тиран, тиранический
тираноборческий, тираноборчество
тиски, тисковый, тисочки, тисочный
титан, титанический
титло, титловый
тиф, тифозный
ткань, ткацкий
товарищ, товарищеский
товарообмен, товарообменный
тождественный, тождество
ток, токовый
токсикоз, токсикозный
токсины, токсический, токсичный
толстуха, толстушка
толстяк, толстячок
толчейный, толчея
том, томик
томагавк, томагавковый
томасирование, томасовский
тон, тональный
тоневой, тоня
тоника, тонический
тонический, тонус
тоннель, тоннельчик
топка, топочка
топливный, топливо
тополевый, тополь
тополь, тополёк
топор, топорок
торба, торбочка
торгаш, торгашеский
тореадор, тореадорский
торец, торцовый
торжественный, торжество
торкрет, торкретный
торпедоносец, торпедоносный
тотем, тотемический
тотемизм, тотемистический
точечка, точка
трава, травный, травяной
траверз, траверзный
траверса, траверсный
травертин, травертиновый
травокос, травокосный
травополье, травопольный
трагедийный, трагедия
трагедия, трагический
трагикомедия, трагикомический
традиционализм, традиционалистический
траектория, траекторный
трактат, трактатный
трактир, трактирчик
трамбовка, трамбовочка
трамвай, трамвайчик
транквилизаторный, транквилизаторы
трансмиссивный, трансмиссия
транспирационный, транспирация
трансплантат, трансплантатный, трансплантационный
транспорт, транспортный
транспортир, транспортирный
транспортёр, транспортёрный
трансурановый, трансураны
трансферт, трансфертный
трансформизм, трансформический
транш, траншевый
траншейка, траншея
траншейный, траншея
трапеза, трапезный
трапп, трапповый
трасс, трассовый
трассирование, трассировочный
траулер, траулерный
трахейный, трахея
трахома, трахоматозный, трахомный
требуха, требуховый
требушина, требушинный
тред, тред-юнионистский
трельяж, трельяжный
трелёвка, трелёвочный
тренаж, тренажный
тренажёр, тренажёрный
трепанг, трепанговый
трепел, трепельный
треска, тресковый
трест, трестовский
треугольник, треугольничек
трефовый, трефы
трибунал, трибунальский
триоль, триольный
триумф, триумфальный
триумфатор, триумфаторский
трифолевый, трифоль
трифоль, трифольный
трог, троговый
троечка, тройка
троечный, тройка
троица, троичный
троп, тропический
тропа, тропочка
тропики, тропический
тропинка, тропиночка
тростевой, трость
тростина, тростинка
тростник, тростничок
тротуар, тротуарчик
трохеический, трохей
труба, трубочный, трубчатый
трубадур, трубадурский
трубач, трубаческий
трубка, трубочка
трубоволочение, трубоволочильный
труболётка, труболётный
труппа, труппка
трус, трусик, трусиковый, трусишка
трусишки, трусы
трут, трутный, трутовый
трутень, трутневой
трутовик, трутовиковый
трынка, трыночка
трюкач, трюкаческий
трюфели, трюфельный
тряпица, тряпичный
тряпичка, тряпка
тряпьё, тряпьёвый
трясавица, трясавичный
трясильный, тряска
трясогузка, трясогузочий
трёхчлен, трёхчленный
туберкулёз, туберкулёзный
тубероза, туберозный, туберозовый
тугай, тугайный
туз, тузик, тузовый
тук, туковый
туловище, туловищный
тулуп, тулупишко
туман, туманчик
тундра, тундровый
тунец, тунцовый
тунеядец, тунеядный, тунеядческий
туннель, туннельный, туннельчик
тупик, тупичок
тур, туриный
туранга, туранговый
турбонасос, турбонасосный
турбостроение, турбостроительный
туризм, туристический
туркофил, туркофильский
турнепс, турнепсовый
турникет, турникетный
тусовка, тусовочный
тут, тутовый
тутоводство, тутоводческий
туфельки, туфли
туфельный, туфли
тухлятина, тухлятинка
туча, тучевой
тушевый, тушь
тын, тыновый, тынок
тычина, тычинка, тычиночка
тюбетеечный, тюбетейка
тюбик, тюбиковый
тюк, тючный, тючок
тюлевый, тюль
тюльпан, тюльпанчик
тюфяк, тюфячок
тягло, тягловый
тяжба, тяжебный
тяжеловоз, тяжеловозный
тёрка, тёрочка, тёрочный
уанстеп, уанстепный
убаюкивание, убаюкивающий
убийственный, убийство
уброд, убродный
убрус, убрусный
уважение, уважительный
увал, увалистый, увальный, увальчик
увалень, увалистый
уведомительный, уведомление
уверение, уверительный
увертюра, увертюрный
увечный, увечье
увещевание, увещевательный
увлажнение, увлажнительный
угар, угарец, угорелый
угластый, угол
углеводный, углеводы
углевой, уголь
углистый, уголь
угловатый, угол
угловой, угол
угнетатель, угнетательный
угнетение, угнетённый
угодный, угодье
угождающий, угождение
угол, уголок
уголь, уголёк
угольник, угольничек
угомон, угомонный
угон, угонистый, угонный
угорь, угреватый, угрёвый
угостительный, угощение
угрожающий, угроза
угроза, угрозительный, угрозный
удалец, удалецкий
удалой, удаль
удар, ударчик
ударение, ударенный
ударник, ударный
удача, удачливый, удачный
удивление, удивлённый
удила, удильный
удилище, удилищный, удильный
удлинение, удлинённый
удобрение, удобрительный
удовлетворение, удовлетворённый
удочка, удочный
удручение, удручённый
удушающий, удушье
удушливый, удушье
уединение, уединённый
уж, ужиный, ужовый
ужас, ужасающий
ужимка, ужимочка, ужимчивый
узда, уздечный
узел, узелок, узластый, узловатый, узловой
узник, узничий
узор, узористый, узорочный, узорчатый, узорчик
узуальный, узус
указание, указательный
уклад, укладный
укор, укорительный
украинофил, украинофильский
укроп, укропчик
укрюк, укрючный
улика, уликовый, уличительный
улитка, улитковый
улица, уличка, уличный, улочка
улов, уловистый
улыбка, улыбчивый
ультимативный, ультиматум
ультрамонтан, ультрамонтанский
ультрафиолет, ультрафиолетовый
ум, умок, умственный
умиление, умилённый
умилостивительный, умилостивление
умиротворение, умиротворённый, умиротворяющий
умолот, умолотистый
умывальный, умывание
умысел, умышленный
униатский, уния
универсант, универсантский
университант, университантский
уник, уникальный
уносной, уносы
унтер, унтер-офицерский
унылый, уныние
уплата, уплатный
упование, уповательный
упоение, упоённый, упоительный
упокой, упокойный
упор, упористый
упрекающий, упрёк
упроститель, упростительский
упряжечный, упряжка
упряжка, упряжной
упряжной, упряжь
уравнивание, уравнительный
уравниловка, уравниловский
уравнительность, уравнительский
урбанизм, урбанистический
урема, урёмный
урод, уродик, уродливый
урок, урочный
урюк, урюковый
усадебка, усадьба
усадьба, усадьбишка
усики, усы, усиковый
усишки, усы
услада, усладительный, усладный
условие, условленный, условный
усма, усменный
усмешечка, усмешка
усмешка, усмешливый
усобица, усобный
успех, успешный
уста, устный
усталостный, усталость
установка, установочка
устрашающий, устрашение
устроительный, устройство
уступ, уступец, уступистый, уступок, уступчатый, уступчик
уступка, уступочка, уступчивый
устье, устьевый, устьице
устьице, устьичный
усы, усёнки
усыпление, усыпляющий
утепление, утеплённый
утеснитель, утеснительный
утешение, утешеньице
утилитаризм, утилитарный
утилитаризма, утилитаристский
утильсырьевой, утильсырьё
утиный, утка
утиральник, утиральничек
утиральный, утирание
уток, уточный
утоление, утолительный
утомление, утомлённый
утопизм, утопический, утопичный
утор, уторный
утраквистский, утраквисты
утренний, утро
утроба, утробистый
ухаб, ухабик
ухабина, ухабинка
ухажёр, ухажёрский
ухарский, ухарь
ухват, ухватик
ухищрение, ухищрённый
ухо, ушной
участие, участливый
участковый, участок
участок, участочек
учебник, учебничек
учебный, учёба
ученик, ученичок
училище, училищный
учреждение, учрежденческий
учуг, учужный
учёт, учётный
ущелье, ущельный
уём, уёмистый
фабра, фабреный
фабрика, фабричка
фабрикант, фабрикантов
фабрикационный, фабрикация
фабула, фабульный
фавн, фавновский
фавор, фаворитный
фагот, фаготик, фаготистый
фагоцитарный, фагоциты
фаевый, фай
фаза, фазный, фазовый
фазан, фазаний, фазановый
фазанка, фазаночка
фазис, фазисный
факельщик, факельщицкий
факсимиле, факсимильный
факт, фактик, фактический, фактичный
фактограф, фактографический
фактура, фактурный
фалда, фалдистый, фалдочка
фаллический, фаллос
фалреп, фалрепный
фальконет, фальконетный
фальсификация, фальсифицированный
фальцевальный, фальцевание
фальцет, фальцетик, фальцетный
фальцованный, фальцовка
фальшивинка, фальшь
фальшивый, фальшь
фамилия, фамильный
фанаберистый, фанаберия
фанариотский, фанариоты
фанатик, фанатичный
фанг, фанговый
фанера, фанерный
фанза, фанзовый, фанзочка
фант, фантик
фантазийка, фантазия
фантазёр, фантазёрский
фанфара, фанфарный
фанфарон, фанфаронский
фараон, фараонный, фараоновский
фарватер, фарватерный
фарисеи, фарисейский
фармазон, фармазонский
фармакопейный, фармакопея
фармацевтический, фармация
фарш, фаршевый
фас, фасный
фасад, фасадик
фасет, фасеточный
фасон, фасонистый, фасончик
фат, фатоватый, фатовской
фатализм, фаталистичный
фатальный, фатум
фаунистика, фаунистический
фаут, фаутный
фашина, фашинный
фаэтон, фаэтонный, фаэтончик
федеральный, федерация
федеративный, федерация
фейерверк, фейерверочный
фейерверкер, фейерверкерский
фекалии, фекальный
фельдмаршал, фельдмаршальский
фельдцейхмейстер, фельдцейхмейстерский
фельдъегерский, фельдъегерь
фельетон, фельетончик
фелюга, фелюжный
феминизм, феминистический
феномен, феноменальный
феноменализм, феноменалистичный
ферма, ферменный, фермерский, фермочка
ферментативный, ферментация
ферментация, ферментированный
феска, фесочка
фестиваль, фестивальный
фиалка, фиалковый, фиалочка
фибрин, фибриновый, фибринозный
фигура, фигуральный, фигуристый
фигурационный, фигурация
фидеизм, фидеистический
физиократический, физиократы
физиономика, физиономический
физиономистика, физиономистический
физиотерапевтический, физиотерапия
фиксаж, фиксажный
фиксатор, фиксаторный
фиктивный, фикция
филателистический, филателия
филе, филейный
филей, филейчик
филиал, филиальный
филировка, филировочный
филлит, филлитовый
филлоксера, филлоксерный, филлоксероустойчивый
филлофора, филлофорный
филогенез, филогенетический
философия, философский
фильмостат, фильмостатный
фильмотека, фильмотечный
фильтр, фильтровальный, фильтровочный
филёнка, филёночка, филёночный, филёнчатый
филёр, филёрский
финансовый, финансы
финик, финичек
финифтевый, финифть
финтифлюшечка, финтифлюшка
фиорд, фиордовый
фиоритура, фиоритурный
фирма, фирменный
фисташка, фисташковый
фистула, фистульный
фитиль, фитилёк
фитопалеонтологический, фитопалеонтология
фитопатологический, фитопатология
фитопланктон, фитопланктонный
фитофтора, фитофтороустойчивый
фишечка, фишка
фишечный, фишка
флаг, флажный
флагеллантский, флагеллантство
флажолет, флажолетный
фланец, фланцевый
фланк, фланковый
фланкёр, фланкёрский
фланёр, фланёрский
флегмона, флегмонозный
флейта, флейтовый, флейточка
флейц, флейцевый
флексивный, флексия
флексия, флективный
флексор, флексорный
флексура, флексурный
флигель, флигелёк, флигель-адъютантский, флигельный
флокен, флокенистый
флора, флористический
флорист, флористический
флот, флотик
флотоводец, флотоводческий
флуоресцентный, флуоресценция
флюгарка, флюгарочка
флюгер, флюгерок
флюорит, флюоритовый
фляга, фляжечный, фляжный
фляжечка, фляжка
флёр, флёровый
флёрдоранж, флёрдоранжевый
фок, фоковый
фокальный, фокус
фокс, фоксик
фокстрот, фокстротик
фокус, фокуснический
фолликулы, фолликулярный
фольварк, фольварковый
фольга, фольговый
фольклор, фольклористический
фонема, фонематический
фонограмма, фонограммный
фонотека, фонотечный
форвакуум, форвакуумный
форд, фордик
форелевый, форель
форма, формальный, формный, формовой, формочка
формализм, формалистический, формалистичный
формальдегид, формальдегидный
формовальный, формование
форс, форсистый
форстерит, форстеритовый
фосфидный, фосфиды
фосфор, фосфористый
фосфоритный, фосфориты
фотогравюра, фотогравюрный
фотокерамика, фотокерамический
фотолюбитель, фотолюбительский
фотопериодизм, фотопериодический
фотосинтез, фотосинтетический
фрагмент, фрагментарный
фраза, фразовый, фразочка
фразеологичный, фразеология
фразёр, фразёрский
фрак, фрачный
фрактура, фрактурный
фрамуга, фрамужный
франкмасонский, франкмасоны
франт, франтовской
фреза, фрезерный
фрейлина, фрейлинский
френч, френчик
фреска, фресковый
фриз, фризовый
фронда, фрондёрский
фронт, фронтальный
фруктовый, фрукты
фуга, фуговый
фузариоз, фузариозный
фузейный, фузея
фузилёр, фузилёрный
фундамент, фундаментальный
фуникулёр, фуникулёрный
функциональный, функция
фуражечка, фуражка
фуражечный, фуражка
фурункулёз, фурункулёзный
фурьеризм, фурьеристский
футер, футеровый
футор, футорный
футуризм, футуристический
футурологический, футурология
фуфаечка, фуфайка
фуфаечный, фуфайка
фьорд, фьордовый
фюрер, фюрерский
фён, фёновый
хабалка, хабальный
хабар, хабарный
халат, халатный
халва, халвовый
халтура, халтурный
халява, халявный
хам, хамоватый
хамелеон, хамелеоновский, хамелеонский
хамовник, хамовный
хамса, хамсовый
ханжа, ханжеский
ханшин, ханшинный
хаос, хаотический, хаотичный
хапание, хапаный
характер, характерный
харизма, харизматический
харчевенный, харчевня
харчевой, харчи
харчи, харчистый
хасид, хасидский
хвала, хвалебный, хвалительный
хвастливый, хвастовство
хвастун, хвастунишка
хватка, хваткий
хвойный, хвоя
хворост, хворостяной
хворостина, хворостинка
хворостинник, хворостинниковый
хворый, хворь
хвостец, хвостцовый
хвостовик, хвостовиковый
хвощ, хвощевой
хвощи, хвощёвый
хедер, хедерный
херес, хересный
херувим, херувимчик
хижина, хижинка
химера, химеричный
химерный, химеры
хина, хинный
хиппи, хипповый
хитрец, хитрецкий
хитросплетение, хитросплетённый
хитроумие, хитроумный
хладнокровие, хладнокровный
хлебозаготовительный, хлебозаготовки
хлебозакупки, хлебозакупочный
хлебопашенный, хлебопашество
хлебопашеский, хлебопашец
хлебопашественный, хлебопашество
хлебопашество, хлебопашный
хлебороб, хлеборобский
хлеборобие, хлеборобный
хлебосдаточный, хлебосдача
хлебосол, хлебосольный
хлеботорговля, хлеботорговый
хлев, хлевец, хлевок, хлевушок
хлопководство, хлопководческий
хлопковый, хлопок
хлопотливый, хлопоты
хлопотный, хлопоты
хлопушечный, хлопушка
хлор, хлористый
хлоритовый, хлориты
хлороз, хлорозный
хлыст, хлыстик
хлюст, хлюстовой
хлёст, хлёсткий
хмара, хмарный
хмелеводство, хмелеводческий
хмелевой, хмель
хмелина, хмелинка
хмель, хмелёк
хмурый, хмурь
хобот, хоботовый
ход, ходкий, ходячий, хоженый
ходули, ходульки, ходульный
хозрасчёт, хозрасчётный
хозяин, хозяйский
хозяйственный, хозяйство
холка, холочка
холм, холмик, холмистый
холод, холодильный, холодный, холодок
холоп, холопий
холостяк, холостяцкий
холощение, холощёный
холст, холстик, холстинный, холстяной, холщовый
холстина, холстинка, холстиновый
холстинка, холстинковый, холстиночка
холява, холявный
хомут, хомутовый
хомутина, хомутинный
хомяк, хомячий
хорал, хоральный
хорда, хордовый
хореический, хорей, хорея
хориный, хорь
хористка, хористочка
хорный, хоры
хоровод, хороводик
хоромный, хоромы
хорты, хортый
хорунжевый, хорунжий
хорь, хорёвый
хорьковый, хорёк
хохлатка, хохлаточка
хохлушечка, хохлушка
хохол, хохолок
хохот, хохотливый, хохоток
храм, храмовой
храп, храповой
храпение, храпливый
хребет, хребтовый
хрен, хренок
хрестоматийный, хрестоматия
хризантема, хризантемный
хризопраз, хризопразовый
хрип, хриплый
христарадничество, христарадный
христов, христос
хром, хромистый
хроматизм, хроматический
хромиевый, хромий
хромирование, хромировочный
хромит, хромитовый
хромосомный, хромосомы
хромосфера, хромосферный
хроника, хроникальный, хронический
хроникёр, хроникёрский
хронограф, хронографический
хронометр, хронометрический
хронометраж, хронометражный
хроноскоп, хроноскопический
хрящ, хрящеватый, хрящевой, хрящик
худосочие, худосочный
хутор, хуторок
цанга, цанговый
цапелька, цапля
цапфа, цапфенный
царедворец, царедворческий
цареубийственный, цареубийство
царский, царь
цаца, цацка
цветень, цветневой
цветник, цветничок
цветоводство, цветоводческий
цезиевый, цезий
целестин, целестиновый
целлюлит, целлюлитный
цемянка, цемяночный
централизм, централистический
центрифуга, центрифугальный
центуриатный, центурия
цеолитный, цеолиты
цеп, цепной
цепочечный, цепочка
церемониал, церемониальный
церквушка, церковь
церковнослужитель, церковнослужительский
цесарка, цесарский
цигарка, цигарочный
циклон, циклонический
цилиндр, цилиндрик, цилиндрический
цинга, цинготный
цинкография, цинкографский
циновка, циновочка
циркач, циркаческий
циркорама, циркорамный
циркуляр, циркулярчик
цитата, цитатка, цитатный
цитрусоводство, цитрусоводческий
цитрусовые, цитрусовый
циферка, цифра
цифирный, цифирь
цифра, цифровой
цуг, цуговой
цукатный, цукаты
цыпа, цыпка
цыплячий, цыплёнок
цыплёнок, цыплёночек
чабан, чабаний
чад, чадный
чаеводство, чаеводческий
чайка, чаячий
чайник, чайничек
чакан, чакановый
чан, чановой
чародейственный, чародейство
часовенка, часовня
часовенный, часовня
часовой, часы
частица, частичный
частота, частотный
частушечный, частушка
чаща, чащица
чащоба, чащобный
чебак, чебачок
чеботарный, чеботарь
чек, чековый
чеканка, чеканный, чеканочный
чекмень, чекменёк
челнок, чёлн
челночный, чёлн
челобитие, челобитный
человек, человечек, человеческий
человеколюбивый, человеколюбие
человеконенавистник, человеконенавистнический
человекоубийственный, человекоубийство
чемерица, чемеричный
чепан, чепанчик
чепец, чепечный
чепрак, чепрачок
чепуха, чепуховина, чепуховый
червонный, червы
червоточина, червоточинка, червоточный
чердак, чердачок
черевики, черевички
черенковый, черенок
черепитчатый, черепица
черепица, черепичный
черепок, черепочек
чересполосица, чересполосный
черешенка, черешня
чернавка, чернавочка
черневой, чернь
чернец, чернический
черника, черничка
чернилаи, чернильный
чернобыл, чернобыльный
чернозём, чернозёмный
чернокнижие, чернокнижный
чернолесный, чернолесье
черноризец, черноризческий
чернорясник, чернорясный
чернослив, черносливный
черносотенец, черносотенный
черпак, черпаковый
черта, чёрточка
чертовский, чёрт
чертёж, чертёжик
чертёжный, черчение
чертёнок, чёрт
черёмуха, черёмуховый
чесальный, чесание
честолюбивый, честолюбие
чесуча, чесучовый
четверик, четверичный
четвертушечный, четвертушка
четвертушка, четверть
четвертьфинал, четвертьфинальный
четырёхполье, четырёхпольный
чехол, чехольный
чечевица, чечевичка
чешуйчатый, чешуя
чиж, чижиный
чижик, чижиковый
чизель, чизельный
чилига, чилиговый
чин, чинный, чиновный
чина, чиновый
чинара, чинаровый
чинолюбивый, чинолюбие
чинуша, чинушеский
чирей, чирышек
чирковый, чирок
численный, число
число, числовой
чистик, чистиковый
чистилище, чистилищный
чистительный, чистка
чистоган, чистоганчик
чистополье, чистопольный
чистосердечие, чистосердечный
член, членный
членкор, членкоровский
чреватый, чрево
чревный, чрево
чуб, чубик, чубчик
чубук, чубучок
чувственный, чувство
чувствительный, чувство
чувяки, чувячный
чугун, чугунок, чугунчик
чудак, чудачок
чудесный, чудо
чулан, чуланчик
чулки, чулочки, чулочный
чум, чумный
чумак, чумацкий
чурбак, чурбачок
чурбан, чурбанчик, чурбашек
чурек, чуречный
чурка, чурочка
чутьистый, чутьём
чухонка, чухоночка
чучело, чучельный
чушка, чушковый
чёлка, чёлочка
чёрт, чёртов
чёсанки, чёсаночки
шабаш, шабашный
шаблон, шаблончик
шабровка, шабровочный
шавка, шавочка
шагреневый, шагрень
шагренировальный, шагренирование
шаечка, шайка
шаечный, шайка
шайба, шайбочка
шакал, шакалий
шаланда, шаландный
шалаш, шалашик, шалашный
шалон, шалоновый
шалопут, шалопутный
шалопутный, шалопуты
шалун, шалунишка
шалфей, шалфейный
шаль, шалька
шаман, шаманий
шампанский, шампанское
шампиньон, шампиньонный
шампуневый, шампунь
шандал, шандальный
шанежка, шаньга
шанец, шанцевый
шанкерный, шанкр
шанс, шансик
шансон, шансонный
шансонетка, шансонетный
шантаж, шантажистский
шарж, шаржевый
шарлах, шарлаховый
шарманка, шарманочка, шарманочный
шароварный, шаровары
шароварчики, шаровары
шаромыжник, шаромыжный
шарошечный, шарошка
шарф, шарфяной
шасталка, шастальный
шатровый, шатёр
шатёр, шатёрный
шахер, шахермахерский
шахта, шахточка
шахтёр, шахтёрский
шашечка, шашка
шашечный, шашки
шашлык, шашлычок
швабра, швабровый
швабский, швабы
швальный, швальня
швырковый, швырок
шеврет, шевретовый
шевро, шевровый
шезлонг, шезлонговый
шейка, шейковый
шейный, шея
шелковица, шелковичный
шелковичный, шёлк
шелководство, шелководческий
шеллингианец, шеллингианский
шельма, шельмёнок, шельмоватый, шельмовской, шельмочка
шельмец, шельмецкий
шельф, шельфовый
шеренга, шеренговый
шерстезаготовительный, шерстезаготовкаи
шерстемоечный, шерстемойка
шерстемойка, шерстемойный
шерстепрядение, шерстепрядильный
шерстистый, шерсть
шерстоткацкий, шерстоткачество
шерсть, шёрстный
шертинг, шертинговый
шерхебель, шерхебельный
шершень, шершневой
шест, шестик
шестерня, шестерённый
шестерёнка, шестерёночка, шестерёночный
шестиполье, шестипольный
шестёрка, шестёрочка
шиизм, шиитский
шило, шильный, шильце
шинель, шинелька
шинкарский, шинкарь
шинковый, шинок
шиньон, шиньонный
шип, шиповатый, шиповой, шипок
шиповник, шиповниковый, шиповничек
ширение, ширильный
ширинка, ширинковый
ширма, ширменный
ширпотреб, ширпотребный
шифоньер, шифоньерный
шифоньерка, шифоньерочка
шифр, шифрованный, шифровой
шифратор, шифраторный
шифровальный, шифрование
шихта, шихтовый
шихтовальный, шихтование
шишак, шишаковый
шишельный, шишка
шишечный, шишка
шишка, шишковатый, шишковый
шкала, шкальный
шкалик, шкаличный, шкальчик
шканечный, шканцы
шкатулка, шкатулочный
